striker,bowler,runs,balls
JP Duminy,P Kumar,4,7
JP Duminy,P Parameswaran,1,3
JP Duminy,PV Tambe,1,2
JP Duminy,Parvez Rasool,3,2
JP Duminy,R Vinay Kumar,18,6
JP Duminy,RJ Harris,1,2
JP Duminy,RP Singh,22,16
JP Duminy,RR Powar,3,5
JP Duminy,S Tyagi,9,7
JP Duminy,SC Ganguly,5,3
JP Duminy,SE Bond,0,1
JP Duminy,SL Malinga,5,9
JP Duminy,SP Narine,0,3
JP Duminy,SR Watson,5,2
JP Duminy,STR Binny,11,4
JP Duminy,Sandeep Sharma,8,5
JP Duminy,TG Southee,5,9
JP Duminy,UT Yadav,13,9
JP Duminy,VR Aaron,7,11
JP Duminy,VS Malik,10,7
JP Duminy,YK Pathan,5,4
JP Faulkner,DS Kulkarni,6,7
JP Faulkner,Iqbal Abdulla,0,1
JP Faulkner,JO Holder,1,2
JP Faulkner,MG Johnson,6,6
JP Faulkner,SMSM Senanayake,1,3
JR Hopes,A Mishra,0,1
JR Hopes,AB Agarkar,9,4
JR Hopes,AB Dinda,4,4
JR Hopes,B Lee,1,2
JR Hopes,BAW Mendis,2,2
JR Hopes,DS Kulkarni,10,6
JR Hopes,DW Steyn,4,4
JR Hopes,GD McGrath,3,4
JR Hopes,I Sharma,20,10
JR Hopes,Iqbal Abdulla,2,4
JR Hopes,JA Morkel,3,4
JR Hopes,JD Unadkat,1,4
JR Hopes,JDP Oram,22,11
JR Hopes,L Balaji,1,1
JR Hopes,M Muralitharan,2,3
JR Hopes,M Ntini,0,2
JR Hopes,MM Patel,9,13
JR Hopes,MS Gony,27,10
JR Hopes,P Kumar,9,5
JR Hopes,PJ Sangwan,2,2
JR Hopes,Pankaj Singh,5,5
JR Hopes,S Aravind,7,5
JR Hopes,SK Trivedi,1,1
JR Hopes,SM Pollock,0,1
JR Hopes,SR Watson,10,11
JR Hopes,Umar Gul,1,3
JR Hopes,Z Khan,21,16
JR Philippe,A Nortje,2,3
JR Philippe,DR Sams,9,11
JR Philippe,JJ Bumrah,5,5
JR Philippe,JL Pattinson,6,3
JR Philippe,JO Holder,8,6
JR Philippe,K Rabada,0,1
JR Philippe,KH Pandya,3,3
JR Philippe,Mohammed Shami,0,1
JR Philippe,R Ashwin,2,3
JR Philippe,SS Cottrell,0,2
JR Philippe,Sandeep Sharma,8,9
JR Philippe,T Natarajan,0,2
JR Philippe,TA Boult,11,8
K Goel,A Nehra,6,6
K Goel,A Singh,1,4
K Goel,AM Salvi,10,4
K Goel,DP Nannes,6,5
K Goel,GD McGrath,1,3
K Goel,Harbhajan Singh,7,4
K Goel,I Sharma,0,7
K Goel,JA Morkel,2,3
K Goel,JD Ryder,2,2
K Goel,JDP Oram,8,7
K Goel,JH Kallis,10,13
K Goel,M Muralitharan,4,5
K Goel,MM Patel,21,16
K Goel,MS Gony,18,20
K Goel,P Kumar,10,10
K Goel,PJ Sangwan,5,5
K Goel,Pankaj Singh,13,9
K Goel,R Vinay Kumar,2,3
K Goel,S Tyagi,10,11
K Goel,SL Malinga,0,2
K Goel,SM Pollock,3,8
K Goel,SR Watson,5,5
K Goel,VY Mahesh,21,8
K Goel,Z Khan,5,6
K Gowtham,AJ Tye,1,2
K Gowtham,MM Sharma,7,2
K Rabada,JJ Bumrah,2,4
KA Pollard,A Nehra,0,3
KA Pollard,DJG Sammy,1,1
KA Pollard,I Sharma,7,7
KA Pollard,KK Cooper,7,3
KA Pollard,Mohammed Siraj,2,2
KA Pollard,PP Chawla,1,1
KA Pollard,S Aravind,1,5
KA Pollard,S Badree,3,5
KA Pollard,TS Mills,2,2
KA Pollard,UT Yadav,12,9
KA Pollard,Washington Sundar,1,2
KC Sangakkara,A Nehra,5,4
KC Sangakkara,A Singh,21,18
KC Sangakkara,A Symonds,0,1
KC Sangakkara,AB Agarkar,7,6
KC Sangakkara,AB Dinda,11,13
KC Sangakkara,AD Mascarenhas,9,7
KC Sangakkara,AM Salvi,5,6
KC Sangakkara,AN Ahmed,7,4
KC Sangakkara,AP Dole,1,2
KC Sangakkara,B Kumar,1,1
KC Sangakkara,B Lee,2,2
KC Sangakkara,BAW Mendis,1,3
KC Sangakkara,CH Gayle,2,2
KC Sangakkara,DE Bollinger,5,3
KC Sangakkara,DJ Bravo,2,6
KC Sangakkara,DL Vettori,5,2
KC Sangakkara,DP Nannes,2,2
KC Sangakkara,DP Vijaykumar,11,6
KC Sangakkara,DS Kulkarni,26,15
KC Sangakkara,DW Steyn,5,2
KC Sangakkara,Harbhajan Singh,29,27
KC Sangakkara,I Sharma,10,8
KC Sangakkara,IK Pathan,8,18
KC Sangakkara,Iqbal Abdulla,0,2
KC Sangakkara,J Botha,7,6
KC Sangakkara,JA Morkel,0,1
KC Sangakkara,JD Unadkat,2,3
KC Sangakkara,JH Kallis,4,3
KC Sangakkara,JJ van der Wath,1,2
KC Sangakkara,JO Holder,0,1
KC Sangakkara,JP Faulkner,4,4
KC Sangakkara,KP Pietersen,0,1
KC Sangakkara,Kamran Khan,5,5
KC Sangakkara,L Balaji,9,9
KC Sangakkara,M Kartik,1,1
KC Sangakkara,M Morkel,25,17
KC Sangakkara,M Muralitharan,2,5
KC Sangakkara,M Ntini,3,2
KC Sangakkara,MF Maharoof,18,11
KC Sangakkara,MG Johnson,2,2
KC Sangakkara,MM Patel,22,19
KC Sangakkara,MM Sharma,2,3
KC Sangakkara,MR Marsh,13,11
KC Sangakkara,MS Gony,0,3
KC Sangakkara,Mohammad Asif,4,2
KC Sangakkara,P Kumar,22,13
KC Sangakkara,P Parameswaran,0,1
KC Sangakkara,Pankaj Singh,13,7
KC Sangakkara,R Ashwin,8,14
KC Sangakkara,R McLaren,5,4
KC Sangakkara,R Vinay Kumar,14,16
KC Sangakkara,RG Sharma,1,1
KC Sangakkara,RJ Harris,8,6
KC Sangakkara,RP Singh,24,18
KC Sangakkara,S Aravind,1,1
KC Sangakkara,S Kaul,8,6
KC Sangakkara,S Sreesanth,7,9
KC Sangakkara,SB Styris,11,3
KC Sangakkara,SK Trivedi,20,11
KC Sangakkara,SL Malinga,8,9
KC Sangakkara,SM Harwood,0,2
KC Sangakkara,SM Pollock,23,10
KC Sangakkara,SP Narine,1,3
KC Sangakkara,SW Tait,16,8
KC Sangakkara,UT Yadav,5,3
KC Sangakkara,Umar Gul,2,4
KC Sangakkara,VR Aaron,4,4
KC Sangakkara,WD Parnell,3,5
KC Sangakkara,WPUJC Vaas,0,3
KC Sangakkara,Y Venugopal Rao,14,10
KC Sangakkara,YK Pathan,33,23
KC Sangakkara,Z Khan,5,3
KD Karthik,A Chandila,2,2
KD Karthik,A Nehra,21,11
KD Karthik,A Nortje,1,2
KD Karthik,AA Chavan,8,13
KD Karthik,AB Dinda,6,10
KD Karthik,AR Patel,7,4
KD Karthik,AS Rajpoot,18,11
KD Karthik,Avesh Khan,2,3
KD Karthik,Azhar Mahmood,8,6
KD Karthik,B Kumar,2,4
KD Karthik,BAW Mendis,1,4
KD Karthik,BCJ Cutting,2,4
KD Karthik,Bipul Sharma,5,5
KD Karthik,CH Gayle,5,3
KD Karthik,CH Morris,1,5
KD Karthik,DE Bollinger,10,8
KD Karthik,DL Chahar,0,5
KD Karthik,DP Nannes,7,7
KD Karthik,DS Kulkarni,0,3
KD Karthik,HV Patel,5,4
KD Karthik,I Sharma,6,9
KD Karthik,IC Pandey,10,6
KD Karthik,IK Pathan,14,8
KD Karthik,Iqbal Abdulla,2,2
KD Karthik,JA Morkel,6,11
KD Karthik,JC Archer,4,6
KD Karthik,JD Unadkat,10,6
KD Karthik,JJ Bumrah,0,3
KD Karthik,JL Pattinson,5,3
KD Karthik,JP Faulkner,8,6
KD Karthik,K Gowtham,1,1
KD Karthik,K Rabada,0,2
KD Karthik,KC Cariappa,2,3
KD Karthik,KW Richardson,13,9
KD Karthik,LE Plunkett,4,4
KD Karthik,M Morkel,24,22
KD Karthik,MG Johnson,9,5
KD Karthik,MM Sharma,31,36
KD Karthik,MN Samuels,8,6
KD Karthik,Mohammed Shami,1,5
KD Karthik,Mohammed Siraj,2,3
KD Karthik,Mustafizur Rahman,0,3
KD Karthik,NM Coulter-Nile,0,3
KD Karthik,P Awana,4,2
KD Karthik,P Kumar,18,11
KD Karthik,PJ Cummins,12,7
KD Karthik,PP Chawla,1,4
KD Karthik,PP Ojha,5,3
KD Karthik,R Ashwin,7,5
KD Karthik,R Vinay Kumar,18,17
KD Karthik,RA Jadeja,9,8
KD Karthik,RD Chahar,1,1
KD Karthik,RE van der Merwe,1,4
KD Karthik,RP Singh,5,3
KD Karthik,RR Powar,3,5
KD Karthik,S Aravind,3,4
KD Karthik,S Gopal,4,4
KD Karthik,S Sreesanth,1,1
KD Karthik,SB Wagh,0,7
KD Karthik,SL Malinga,0,1
KD Karthik,SMSM Senanayake,5,2
KD Karthik,SP Narine,2,2
KD Karthik,SR Watson,10,13
KD Karthik,Sandeep Sharma,9,5
KD Karthik,Shakib Al Hasan,3,3
KD Karthik,T Natarajan,0,2
KD Karthik,TA Boult,8,6
KD Karthik,UT Yadav,13,6
KD Karthik,V Pratap Singh,0,1
KD Karthik,WD Parnell,1,1
KD Karthik,Z Khan,8,7
KH Pandya,A Nehra,11,7
KH Pandya,AJ Tye,1,1
KH Pandya,Arshdeep Singh,1,1
KH Pandya,B Kumar,6,2
KH Pandya,BB Sran,0,2
KH Pandya,DR Smith,4,3
KH Pandya,PP Chawla,2,2
KH Pandya,Shakib Al Hasan,1,1
KK Cooper,S Nadeem,7,2
KK Nair,A Nehra,1,1
KK Nair,AB Dinda,34,22
KK Nair,AD Russell,18,15
KK Nair,AR Patel,6,2
KK Nair,Ankit Sharma,5,2
KK Nair,Anureet Singh,1,5
KK Nair,Avesh Khan,10,11
KK Nair,B Kumar,17,15
KK Nair,B Stanlake,0,1
KK Nair,BA Stokes,17,6
KK Nair,BB Sran,22,12
KK Nair,BE Hendricks,7,3
KK Nair,Basil Thampi,9,5
KK Nair,CH Morris,5,3
KK Nair,CJ Jordan,1,1
KK Nair,CR Woakes,1,2
KK Nair,DL Chahar,6,3
KK Nair,DR Smith,12,3
KK Nair,DS Kulkarni,7,6
KK Nair,DW Steyn,8,5
KK Nair,HV Patel,13,5
KK Nair,Harbhajan Singh,5,5
KK Nair,I Sharma,3,7
KK Nair,JA Morkel,9,4
KK Nair,JC Archer,1,3
KK Nair,JD Unadkat,4,13
KK Nair,JJ Bumrah,8,7
KK Nair,JO Holder,5,2
KK Nair,JP Duminy,1,1
KK Nair,JW Hastings,0,5
KK Nair,K Gowtham,2,2
KK Nair,K Khejroliya,5,3
KK Nair,K Santokie,17,9
KK Nair,KA Pollard,6,2
KK Nair,KH Pandya,0,2
KK Nair,L Balaji,4,3
KK Nair,LE Plunkett,1,1
KK Nair,M Morkel,2,3
KK Nair,MA Starc,8,7
KK Nair,MC Henriques,15,5
KK Nair,MG Johnson,3,10
KK Nair,MJ McClenaghan,19,12
KK Nair,MM Sharma,2,4
KK Nair,Mohammed Shami,6,7
KK Nair,Mohammed Siraj,19,13
KK Nair,Mustafizur Rahman,3,8
KK Nair,NLTC Perera,1,3
KK Nair,NM Coulter-Nile,13,9
KK Nair,P Kumar,4,5
KK Nair,PJ Sangwan,16,11
KK Nair,PP Ojha,11,4
KK Nair,R Ashwin,0,1
KK Nair,R Rampaul,3,7
KK Nair,R Shukla,2,2
KK Nair,R Vinay Kumar,2,10
KK Nair,Rashid Khan,4,2
KK Nair,S Aravind,2,2
KK Nair,S Kaul,28,17
KK Nair,S Nadeem,2,3
KK Nair,SL Malinga,1,2
KK Nair,SM Boland,10,5
KK Nair,SN Thakur,4,4
KK Nair,SP Narine,8,11
KK Nair,SR Watson,9,9
KK Nair,Sandeep Sharma,11,9
KK Nair,Shakib Al Hasan,10,6
KK Nair,T Natarajan,1,2
KK Nair,TS Mills,4,2
KK Nair,UT Yadav,11,9
KK Nair,VR Aaron,1,3
KK Nair,WD Parnell,1,2
KK Nair,Washington Sundar,9,4
KK Nair,YS Chahal,13,10
KL Rahul,A Mishra,24,6
KL Rahul,A Nehra,26,24
KL Rahul,A Nortje,10,8
KL Rahul,AB Dinda,20,15
KL Rahul,AD Russell,20,16
KL Rahul,AR Patel,9,5
KL Rahul,AS Joseph,8,4
KL Rahul,AS Rajpoot,7,5
KL Rahul,Anureet Singh,6,7
KL Rahul,Avesh Khan,12,8
KL Rahul,B Kumar,38,38
KL Rahul,BA Stokes,9,8
KL Rahul,BW Hilfenhaus,1,1
KL Rahul,CH Morris,38,19
KL Rahul,CJ Jordan,1,3
KL Rahul,CR Woakes,16,6
KL Rahul,CV Varun,1,2
KL Rahul,DJ Bravo,5,2
KL Rahul,DL Chahar,77,58
KL Rahul,DR Sams,8,6
KL Rahul,DS Kulkarni,15,19
KL Rahul,DW Steyn,10,7
KL Rahul,HF Gurney,1,2
KL Rahul,HH Pandya,11,6
KL Rahul,Harbhajan Singh,51,17
KL Rahul,I Sharma,8,12
KL Rahul,I Udana,2,2
KL Rahul,IC Pandey,2,3
KL Rahul,JC Archer,35,36
KL Rahul,JD Unadkat,10,10
KL Rahul,JJ Bumrah,23,24
KL Rahul,JL Pattinson,3,2
KL Rahul,JO Holder,1,1
KL Rahul,JP Behrendorff,8,11
KL Rahul,JP Faulkner,2,3
KL Rahul,JPR Scantlebury-Searles,7,4
KL Rahul,K Gowtham,19,16
KL Rahul,K Khejroliya,8,4
KL Rahul,K Rabada,11,11
KL Rahul,KH Pandya,16,19
KL Rahul,KK Ahmed,25,23
KL Rahul,KL Nagarkoti,8,3
KL Rahul,L Balaji,2,2
KL Rahul,L Ngidi,4,6
KL Rahul,LE Plunkett,4,2
KL Rahul,LH Ferguson,0,4
KL Rahul,M Morkel,6,4
KL Rahul,M Prasidh Krishna,31,20
KL Rahul,MA Starc,0,1
KL Rahul,MJ McClenaghan,39,34
KL Rahul,MM Sharma,22,23
KL Rahul,MP Stoinis,19,5
KL Rahul,Mohammad Nabi,17,6
KL Rahul,Mohammed Shami,11,3
KL Rahul,Mustafizur Rahman,2,1
KL Rahul,NA Saini,29,22
KL Rahul,NLTC Perera,2,5
KL Rahul,PJ Cummins,19,20
KL Rahul,PP Chawla,10,4
KL Rahul,PP Ojha,6,4
KL Rahul,R Ashwin,3,3
KL Rahul,R Dhawan,3,2
KL Rahul,RP Singh,10,8
KL Rahul,Rashid Khan,3,4
KL Rahul,S Kaul,14,8
KL Rahul,S Lamichhane,10,4
KL Rahul,S Sandeep Warrier,1,5
KL Rahul,SC Kuggeleijn,3,2
KL Rahul,SL Malinga,7,8
KL Rahul,SM Curran,15,11
KL Rahul,SN Thakur,16,10
KL Rahul,SP Narine,24,10
KL Rahul,Sandeep Sharma,36,31
KL Rahul,Shivam Mavi,17,6
KL Rahul,T Natarajan,2,5
KL Rahul,TA Boult,61,30
KL Rahul,TG Southee,17,17
KL Rahul,UT Yadav,46,37
KL Rahul,VR Aaron,17,10
KL Rahul,YS Chahal,12,7
KL Rahul,Z Khan,9,9
KM Jadhav,AJ Tye,1,2
KM Jadhav,BA Stokes,8,2
KM Jadhav,Basil Thampi,12,6
KM Jadhav,DS Kulkarni,1,2
KM Jadhav,DT Christian,5,4
KM Jadhav,DW Steyn,5,5
KM Jadhav,HH Pandya,1,4
KM Jadhav,Harbhajan Singh,0,1
KM Jadhav,I Sharma,0,2
KM Jadhav,JC Archer,0,5
KM Jadhav,JJ Bumrah,1,3
KM Jadhav,JP Behrendorff,0,2
KM Jadhav,KH Pandya,1,1
KM Jadhav,LH Ferguson,1,3
KM Jadhav,MM Sharma,1,6
KM Jadhav,NM Coulter-Nile,10,6
KM Jadhav,P Awana,0,4
KM Jadhav,PJ Cummins,0,1
KM Jadhav,S Narwal,2,2
KM Jadhav,SL Malinga,10,7
KM Jadhav,Sandeep Sharma,0,3
KM Jadhav,T Natarajan,1,2
KM Jadhav,UT Yadav,5,6
KM Jadhav,VR Aaron,5,4
KP Pietersen,A Mishra,0,1
KP Pietersen,A Nehra,27,17
KP Pietersen,AA Chavan,7,9
KP Pietersen,AC Thomas,2,6
KP Pietersen,AC Voges,13,5
KP Pietersen,AD Mascarenhas,9,12
KP Pietersen,AD Mathews,19,5
KP Pietersen,AN Ahmed,8,5
KP Pietersen,AR Patel,15,10
KP Pietersen,B Kumar,11,7
KP Pietersen,BCJ Cutting,3,3
KP Pietersen,BE Hendricks,23,9
KP Pietersen,CRD Fernando,2,3
KP Pietersen,DE Bollinger,1,1
KP Pietersen,DJ Bravo,8,3
KP Pietersen,DL Vettori,9,3
KP Pietersen,DP Nannes,8,3
KP Pietersen,DS Kulkarni,2,5
KP Pietersen,DT Christian,6,5
KP Pietersen,DW Steyn,7,10
KP Pietersen,Harmeet Singh,3,3
KP Pietersen,JJ Bumrah,14,9
KP Pietersen,JP Faulkner,6,4
KP Pietersen,KK Cooper,3,4
KP Pietersen,KV Sharma,13,6
KP Pietersen,KW Richardson,0,1
KP Pietersen,Kamran Khan,29,14
KP Pietersen,LJ Wright,1,3
KP Pietersen,M Kartik,2,3
KP Pietersen,M Muralitharan,1,1
KP Pietersen,M de Lange,13,5
KP Pietersen,MA Starc,3,5
KP Pietersen,MC Henriques,11,3
KP Pietersen,MF Maharoof,1,5
KP Pietersen,MG Johnson,13,6
KP Pietersen,MM Patel,1,2
KP Pietersen,MM Sharma,0,1
KP Pietersen,P Awana,11,11
KP Pietersen,P Sahu,1,1
KP Pietersen,PJ Sangwan,3,2
KP Pietersen,PP Chawla,5,3
KP Pietersen,PP Ojha,7,6
KP Pietersen,PV Tambe,2,2
KP Pietersen,Pankaj Singh,5,4
KP Pietersen,R Ashwin,2,2
KP Pietersen,R McLaren,3,2
KP Pietersen,RP Singh,8,7
KP Pietersen,SB Jakati,6,3
KP Pietersen,SJ Srivastava,9,3
KP Pietersen,SL Malinga,9,6
KP Pietersen,SP Narine,5,5
KP Pietersen,SR Watson,15,12
KP Pietersen,Sandeep Sharma,13,15
KP Pietersen,Shakib Al Hasan,1,7
KP Pietersen,V Pratap Singh,2,5
KP Pietersen,YA Abdulla,0,2
KP Pietersen,YS Chahal,5,2
KP Pietersen,Z Khan,6,4
KS Williamson,A Nortje,1,2
KS Williamson,AB Dinda,2,4
KS Williamson,AD Russell,5,3
KS Williamson,AJ Tye,1,2
KS Williamson,AS Rajpoot,0,3
KS Williamson,B Laughlin,5,3
KS Williamson,BA Stokes,4,2
KS Williamson,BB Sran,4,7
KS Williamson,CH Morris,5,2
KS Williamson,CV Varun,1,1
KS Williamson,DL Chahar,51,35
KS Williamson,DS Kulkarni,10,9
KS Williamson,HH Pandya,6,3
KS Williamson,HV Patel,4,4
KS Williamson,J Yadav,4,4
KS Williamson,JC Archer,5,4
KS Williamson,JD Unadkat,13,8
KS Williamson,JJ Bumrah,13,11
KS Williamson,K Gowtham,2,6
KS Williamson,KW Richardson,0,2
KS Williamson,L Ngidi,3,11
KS Williamson,LE Plunkett,7,4
KS Williamson,MJ McClenaghan,2,3
KS Williamson,MM Sharma,8,3
KS Williamson,MP Stoinis,1,1
KS Williamson,Mohammed Shami,9,2
KS Williamson,Mohammed Siraj,6,4
KS Williamson,O Thomas,5,3
KS Williamson,P Kumar,1,4
KS Williamson,PJ Cummins,8,7
KS Williamson,PP Chawla,9,5
KS Williamson,RP Singh,2,4
KS Williamson,S Gopal,0,3
KS Williamson,S Nadeem,2,4
KS Williamson,SM Curran,6,6
KS Williamson,SN Thakur,30,22
KS Williamson,SP Narine,4,9
KS Williamson,SR Watson,1,1
KS Williamson,Shivam Mavi,17,11
KS Williamson,TA Boult,1,2
KS Williamson,TG Southee,14,7
KS Williamson,UT Yadav,4,7
KS Williamson,VR Aaron,11,12
KS Williamson,YS Chahal,5,3
KS Williamson,Z Khan,2,5
KV Sharma,A Chandila,6,5
KV Sharma,AD Mathews,1,1
KV Sharma,JP Faulkner,0,3
Kamran Akmal,A Nehra,8,6
Kamran Akmal,B Lee,7,3
Kamran Akmal,JR Hopes,5,3
Kamran Akmal,M Ntini,4,3
Kamran Akmal,MS Gony,2,3
Kamran Akmal,RP Singh,9,4
Kamran Akmal,S Sreesanth,5,4
Kamran Akmal,SM Pollock,10,10
Kamran Akmal,WPUJC Vaas,5,5
L Ronchi,B Lee,1,3
L Ronchi,DNT Zoysa,8,6
L Ronchi,DP Nannes,1,3
L Ronchi,IK Pathan,11,6
L Ronchi,JDP Oram,3,4
L Ronchi,P Kumar,8,6
L Ronchi,RP Singh,5,5
L Ronchi,Z Khan,0,4
LA Carseldine,DR Smith,13,6
LA Carseldine,FH Edwards,4,9
LA Carseldine,JH Kallis,4,2
LA Carseldine,RP Singh,11,10
LA Carseldine,WPUJC Vaas,8,9
LA Pomersbach,A Mishra,9,5
LA Pomersbach,A Nehra,11,7
LA Pomersbach,A Symonds,1,2
LA Pomersbach,B Lee,5,8
LA Pomersbach,IK Pathan,9,4
LA Pomersbach,J Botha,4,3
LA Pomersbach,JA Morkel,3,4
LA Pomersbach,JD Unadkat,5,2
LA Pomersbach,JH Kallis,7,5
LA Pomersbach,M Muralitharan,1,3
LA Pomersbach,MF Maharoof,12,8
LA Pomersbach,MM Sharma,4,5
LA Pomersbach,MS Gony,1,3
LA Pomersbach,R Ashwin,3,3
LA Pomersbach,RE van der Merwe,4,2
LA Pomersbach,SM Pollock,7,6
LA Pomersbach,T Thushara,13,7
LA Pomersbach,V Sehwag,8,2
LA Pomersbach,VS Yeligati,2,2
LJ Wright,CH Morris,1,4
LJ Wright,JD Unadkat,0,1
LJ Wright,MM Sharma,0,1
LJ Wright,R Rampaul,8,3
LMP Simmons,A Nehra,57,46
LMP Simmons,AN Ahmed,9,4
LMP Simmons,AR Patel,12,8
LMP Simmons,Ankit Sharma,3,7
LMP Simmons,Anureet Singh,12,11
LMP Simmons,B Kumar,7,20
LMP Simmons,BE Hendricks,15,10
LMP Simmons,D Wiese,2,4
LMP Simmons,DJ Muthuswami,1,3
LMP Simmons,DS Kulkarni,18,18
LMP Simmons,DW Steyn,25,20
LMP Simmons,HV Patel,9,5
LMP Simmons,I Sharma,15,10
LMP Simmons,IC Pandey,15,20
LMP Simmons,IK Pathan,16,6
LMP Simmons,Iqbal Abdulla,1,5
LMP Simmons,J Theron,3,3
LMP Simmons,JD Unadkat,7,14
LMP Simmons,JP Duminy,5,2
LMP Simmons,JP Faulkner,20,9
LMP Simmons,K Rabada,16,9
LMP Simmons,KK Cooper,6,5
LMP Simmons,LH Ferguson,3,6
LMP Simmons,M Morkel,12,16
LMP Simmons,MA Starc,6,4
LMP Simmons,MC Henriques,1,5
LMP Simmons,MG Johnson,1,1
LMP Simmons,MJ Henry,1,1
LMP Simmons,MM Sharma,32,14
LMP Simmons,Mohammad Nabi,0,2
LMP Simmons,NM Coulter-Nile,11,11
LMP Simmons,P Kumar,5,3
LMP Simmons,PJ Cummins,6,3
LMP Simmons,PP Chawla,0,3
LMP Simmons,R Ashwin,37,25
LMP Simmons,R Dhawan,7,3
LMP Simmons,RA Jadeja,14,6
LMP Simmons,RP Singh,8,7
LMP Simmons,S Aravind,3,9
LMP Simmons,S Badree,16,9
LMP Simmons,S Kaul,11,6
LMP Simmons,S Nadeem,3,3
LMP Simmons,SP Narine,1,1
LMP Simmons,SR Watson,2,2
LMP Simmons,Sandeep Sharma,45,25
LMP Simmons,Shakib Al Hasan,14,10
LMP Simmons,TA Boult,13,16
LMP Simmons,TG Southee,8,8
LMP Simmons,UT Yadav,5,7
LMP Simmons,VR Aaron,17,12
LMP Simmons,WD Parnell,7,6
LMP Simmons,Washington Sundar,2,5
LMP Simmons,Z Khan,13,12
LPC Silva,CRD Fernando,1,1
LPC Silva,RR Raje,9,7
LR Shukla,IK Pathan,1,2
LR Shukla,YK Pathan,1,3
LRPL Taylor,A Nehra,9,7
LRPL Taylor,A Singh,3,3
LRPL Taylor,AD Mascarenhas,0,1
LRPL Taylor,BW Hilfenhaus,2,2
LRPL Taylor,DP Nannes,1,5
LRPL Taylor,DS Kulkarni,0,1
LRPL Taylor,GD McGrath,13,6
LRPL Taylor,JA Morkel,10,15
LRPL Taylor,JDP Oram,11,5
LRPL Taylor,JH Kallis,1,1
LRPL Taylor,JP Faulkner,0,1
LRPL Taylor,KK Cooper,2,5
LRPL Taylor,L Balaji,2,4
LRPL Taylor,MG Johnson,5,6
LRPL Taylor,MM Patel,14,3
LRPL Taylor,MS Gony,9,4
LRPL Taylor,Mohammad Asif,18,9
LRPL Taylor,P Awana,0,2
LRPL Taylor,PJ Sangwan,6,5
LRPL Taylor,Pankaj Singh,0,2
LRPL Taylor,R Vinay Kumar,1,3
LRPL Taylor,S Tyagi,12,7
LRPL Taylor,SM Pollock,2,2
LRPL Taylor,SR Watson,5,5
LRPL Taylor,Shakib Al Hasan,5,5
LRPL Taylor,Sohail Tanvir,26,11
LRPL Taylor,V Pratap Singh,6,5
LS Livingstone,I Sharma,11,7
LS Livingstone,K Khejroliya,1,1
LS Livingstone,KK Ahmed,1,3
LS Livingstone,NA Saini,11,5
LS Livingstone,Rashid Khan,9,4
LS Livingstone,S Kaul,20,6
LS Livingstone,Shakib Al Hasan,2,4
LS Livingstone,TA Boult,3,6
LS Livingstone,YS Chahal,1,1
M Kaif,AB Dinda,9,6
M Kaif,B Lee,6,7
M Kaif,GD McGrath,2,7
M Kaif,I Sharma,4,5
M Kaif,IK Pathan,1,2
M Kaif,MF Maharoof,2,4
M Kaif,S Sreesanth,0,4
M Kaif,Umar Gul,2,4
M Klinger,B Lee,1,1
M Klinger,CH Gayle,0,1
M Klinger,DL Vettori,1,1
M Klinger,IK Pathan,16,16
M Klinger,Iqbal Abdulla,1,2
M Klinger,JD Unadkat,10,7
M Klinger,M Morkel,3,4
M Klinger,S Aravind,8,7
M Klinger,UT Yadav,1,2
M Klinger,Z Khan,12,9
M Manhas,A Symonds,1,3
